model_name,decision_mode,sample_group,contract_id,snapshot_idx,decision,risk_label,market_view,reputation_view,myresaon,human_label,reason,automated_claim_check_status,automated_claim_flags,prompt_rule_expected_risk_label,prompt_rule_consistent,archived_rep_rank_pct,archived_low_rep_streak,historical_input_scope,current_panel_alignment,current_panel_window_last_trade_price_usd,current_panel_window_trade_count,current_panel_window_trade_value_total_usd,current_panel_window_unique_buyers,current_panel_window_unique_trade_users,current_panel_window_mint_cnt,current_panel_current_mint_supply_count,current_panel_window_gas_total_usd,current_panel_price_change_vs_prev_window_pct,current_panel_trade_count_change_vs_prev_window_pct,current_panel_rep_score,current_panel_rep_rank,current_panel_rep_rank_pct,current_panel_low_rep_streak,source_file,source_row,human_evidence_supported,human_no_unsupported_claims,human_decision_reason_consistent,human_auditor,human_audit_notes
gemini-2.5-flash-nothinking,llm_base_rank,good_trust,CloneX,116,ALLOW_BUY,NO_RISK,positive,positive,,PASS,"Market evidence shows strong trading activity and positive price change, while reputation evidence indicates high credibility with no low-reputation streak.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,3436.876338,380,1340838.633,226,365,0,19516,22985.78687,0.298016189,2.247863248,0.041686338,1,0.010526316,0,toptrust_100x2_gemini25flashnothinking_llm_base_rank_decisions.csv,153,,,,,
gemini-2.5-flash-nothinking,llm_rank,malicious_pre_report,8_3_4362e588_4362e588,42,ALLOW_BUY,NO_RISK,neutral,neutral,,PASS,"The credibility percentile rank is moderate, and there is no low-reputation streak, indicating neutral reputation evidence.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,12.50694147,,,0.000244614,27,0.473684211,0,toptrust_100x2_gemini25flashnothinking_llm_rank_decisions.csv,5,,,,,
gemini-2.5-flash-nothinking,llm_rank,malicious_pre_report,8_3_0c5597e5_0c5597e5,112,AVOID_BUY,RISK,neutral,negative,,PASS,The NFT contract shows persistent low credibility with a low TRep percentile rank and a long low-reputation streak.,no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,4.96E-09,83,0.873684211,0,toptrust_100x2_gemini25flashnothinking_llm_rank_decisions.csv,19,,,,,
gemini-2.5-flash-nothinking,llm_rank,malicious_pre_report,8_3_162d44f0_162d44f0,52,ALLOW_BUY,NO_RISK,neutral,neutral,,PASS,"The credibility percentile rank is average, and there is no low-reputation streak, indicating neutral reputation evidence.",no_exact_archived_input_fields_to_check,,NO_RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,106.5129628,,,0.000217928,31,0.484375,0,toptrust_100x2_gemini25flashnothinking_llm_rank_decisions.csv,6,,,,,
gemini-2.5-flash-nothinking,llm_rank,malicious_pre_report,8_3_0205c970_0205c970,42,AVOID_BUY,RISK,neutral,negative,,PASS,"The NFT contract has a low credibility percentile rank of 33/100, indicating meaningful long-term risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,0,,,3.45E-05,38,0.666666667,0,toptrust_100x2_gemini25flashnothinking_llm_rank_decisions.csv,28,,,,,
gemini-2.5-flash-nothinking,llm_rank,malicious_pre_report,8_3_131e924a_131e924a,58,AVOID_BUY,RISK,neutral,negative,,PASS,"The NFT contract has a very low credibility percentile rank and a persistent low-reputation streak, indicating significant long-term risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,,0,0,0,0,0,0,6.47092045,,,0,72,0.96,18,toptrust_100x2_gemini25flashnothinking_llm_rank_decisions.csv,25,,,,,
gemini-2.5-flash-nothinking,llm_rank,good_trust,Milady,92,AVOID_BUY,RISK,neutral,negative,Incorrect interpretation of the ranking direction.,NO_PASS,"The NFT contract has a very low credibility percentile rank, indicating significant long-term risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,6849.0762,371,2385288.756,207,329,0,10000,45462.48729,-0.103875001,-0.033854167,0.043917442,1,0.010869565,0,toptrust_100x2_gemini25flashnothinking_llm_rank_decisions.csv,146,,,,,
gemini-2.5-flash-nothinking,llm_rank,good_trust,CloneX,44,AVOID_BUY,RISK,neutral,negative,Incorrect interpretation of the ranking direction.,NO_PASS,"The NFT contract has a very low credibility percentile rank of 98/100, indicating significant long-term risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,12121.56,635,7839796.442,514,842,7,19310,30966.28843,-0.03975961,3.535714286,0.054914562,1,0.017241379,0,toptrust_100x2_gemini25flashnothinking_llm_rank_decisions.csv,114,,,,,
gemini-2.5-flash-nothinking,llm_rank,good_trust,CloneX,85,AVOID_BUY,RISK,neutral,negative,Incorrect interpretation of the ranking direction.,NO_PASS,"The NFT contract has a very low credibility percentile rank, indicating significant long-term risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,5487.074054,197,1298597.344,130,232,0,19470,32033.37528,-0.031259143,-0.124444444,0.043891326,1,0.011235955,0,toptrust_100x2_gemini25flashnothinking_llm_rank_decisions.csv,143,,,,,
gemini-2.5-flash-nothinking,llm_rank,good_trust,CloneX,100,AVOID_BUY,RISK,neutral,negative,Incorrect interpretation of the ranking direction.,NO_PASS,"The NFT contract has a very low credibility percentile rank, indicating significant long-term risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,3261.898611,48,221294.396,37,75,0,19500,3486.451625,-0.054019401,-0.25,0.042383366,1,0.010638298,0,toptrust_100x2_gemini25flashnothinking_llm_rank_decisions.csv,154,,,,,
gemini-2.5-flash-nothinking,llm_rank,good_trust,CloneX,101,AVOID_BUY,RISK,neutral,negative,Incorrect interpretation of the ranking direction.,NO_PASS,"The NFT entity has a very low credibility percentile rank of 99/100, indicating significant long-term risk.",no_exact_archived_input_fields_to_check,,RISK,TRUE,,,identifiers_and_output_only,not_comparable_no_archived_fields,3345.055133,68,270299.2409,52,99,1,19501,25142.41882,0.025493288,0.416666667,0.042256847,1,0.010638298,0,toptrust_100x2_gemini25flashnothinking_llm_rank_decisions.csv,112,,,,,
